64.78	-18.515	81.233	66.346	-18.21	80.393	64.386	-19.466	83.278	10	0	0	0.00067884	0	0	0
4.0344	4.5897	80.616	2.9752	3.7964	79.392	3.5933	5.1176	82.8	10	0	0	0.0013577	0	0	0
62.846	-9.0326	80.03	64.069	-8.2756	79.167	62.918	-9.9743	81.941	10	0	0	0.001946	0	0	0
63.61	-17.868	80.024	65.175	-17.564	79.188	64.78	-18.515	81.233	10	0	0	0.0024799	0	0	0
63.61	-17.868	80.024	64.78	-18.515	81.233	64.386	-19.466	83.278	10	0	0	0.003579	0	0	0
64.268	18.129	79.672	63.002	17.535	78.54	64.038	19.187	81.683	10	0	0	0.0042548	0	0	0
5.5354	4.8544	79.653	4.4756	4.0618	78.432	4.0344	4.5897	80.616	10	0	0	0.0047887	0	0	0
5.5354	4.8544	79.653	4.0344	4.5897	80.616	3.5933	5.1176	82.8	10	0	0	0.0058878	0	0	0
65.175	-17.564	79.188	66.74	-17.26	78.35	66.346	-18.21	80.393	10	0	0	0.0064214	0	0	0
65.175	-17.564	79.188	66.346	-18.21	80.393	64.78	-18.515	81.233	10	0	0	0.0070994	0	0	0
61.55	-8.8466	78.981	62.773	-8.0909	78.12	62.846	-9.0326	80.03	10	0	0	0.0075621	0	0	0
61.55	-8.8466	78.981	62.846	-9.0326	80.03	62.918	-9.9743	81.941	10	0	0	0.0085146	0	0	0
65.764	17.663	78.789	64.498	17.071	77.661	64.268	18.129	79.672	10	0	0	0.0090461	0	0	0
65.764	17.663	78.789	64.268	18.129	79.672	64.038	19.187	81.683	10	0	0	0.01014	0	0	0
4.4756	4.0618	78.432	3.4161	3.2689	77.21	2.9752	3.7964	79.392	10	0	0	0.010674	0	0	0
4.4756	4.0618	78.432	2.9752	3.7964	79.392	4.0344	4.5897	80.616	10	0	0	0.011352	0	0	0
66.74	-17.26	78.35	68.306	-16.955	77.512	66.346	-18.21	80.393	10	0	0	0.01203	0	0	0
67.213	2.2446	78.324	66.153	2.0187	77.613	67.352	2.5616	79.941	11	0	0	0.012382	0	0	0
62.773	-8.0909	78.12	63.997	-7.3346	77.258	64.069	-8.2756	79.167	10	0	0	0.012845	0	0	0
62.773	-8.0909	78.12	64.069	-8.2756	79.167	62.846	-9.0326	80.03	10	0	0	0.013432	0	0	0
64.004	-16.918	77.981	65.569	-16.614	77.143	65.175	-17.564	79.188	10	0	0	0.013966	0	0	0
64.004	-16.918	77.981	65.175	-17.564	79.188	63.61	-17.868	80.024	10	0	0	0.014644	0	0	0
64.498	17.071	77.661	63.232	16.477	76.531	63.002	17.535	78.54	10	0	0	0.015175	0	0	0
64.498	17.071	77.661	63.002	17.535	78.54	64.268	18.129	79.672	10	0	0	0.01585	0	0	0
7.4882	-10.223	77.55	9.0477	-10.224	76.645	7.0291	-10.977	79.662	10	0	0	0.016529	0	0	0
5.9763	4.3269	77.471	4.9168	3.534	76.249	4.4756	4.0618	78.432	10	0	0	0.017063	0	0	0
5.9763	4.3269	77.471	4.4756	4.0618	78.432	5.5354	4.8544	79.653	10	0	0	0.017741	0	0	0
68.133	2.1531	77.416	67.073	1.9276	76.708	67.213	2.2446	78.324	11	0	0	0.018017	0	0	0
68.133	2.1531	77.416	67.213	2.2446	78.324	67.352	2.5616	79.941	11	0	0	0.018587	0	0	0
66.7	2.1231	77.336	67.485	2.3375	76.432	66.958	1.9753	78.859	11	0	0	0.018897	0	0	0
63.997	-7.3346	77.258	65.221	-6.5782	76.396	64.069	-8.2756	79.167	10	0	0	0.019485	0	0	0
3.4161	3.2689	77.21	2.3566	2.476	75.987	2.9752	3.7964	79.392	10	0	0	0.020163	0	0	0
65.569	-16.614	77.143	67.108	-16.373	76.442	66.74	-17.26	78.35	10	0	0	0.020669	0	0	0
65.569	-16.614	77.143	66.74	-17.26	78.35	65.175	-17.564	79.188	10	0	0	0.021348	0	0	0
61.478	-7.9056	77.071	62.701	-7.1492	76.209	62.773	-8.0909	78.12	10	0	0	0.02181	0	0	0
61.478	-7.9056	77.071	62.773	-8.0909	78.12	61.55	-8.8466	78.981	10	0	0	0.022398	0	0	0
30.196	2.2827	76.906	29.087	1.9017	76.157	30.293	2.7721	78.601	10	0	0	0.022802	0	0	0
65.994	16.605	76.779	64.728	16.012	75.649	64.498	17.071	77.661	10	0	0	0.023334	0	0	0
65.994	16.605	76.779	64.498	17.071	77.661	65.764	17.663	78.789	10	0	0	0.024009	0	0	0
62.833	-16.272	76.774	64.372	-16.031	76.073	64.004	-16.918	77.981	10	0	0	0.024515	0	0	0
62.833	-16.272	76.774	64.004	-16.918	77.981	63.61	-17.868	80.024	10	0	0	0.025612	0	0	0
65.656	2.0567	76.715	66.442	2.2709	75.813	66.7	2.1231	77.336	11	0	0	0.025855	0	0	0
65.656	2.0567	76.715	66.7	2.1231	77.336	66.958	1.9753	78.859	11	0	0	0.026358	0	0	0
67.073	1.9276	76.708	66.014	1.7019	75.998	66.153	2.0187	77.613	11	0	0	0.026633	0	0	0
67.073	1.9276	76.708	66.153	2.0187	77.613	67.213	2.2446	78.324	11	0	0	0.026985	0	0	0
63.232	16.477	76.531	61.966	15.884	75.4	63.002	17.535	78.54	10	0	0	0.02766	0	0	0
7.477	4.5919	76.51	6.3879	3.8344	75.434	5.9763	4.3269	77.471	10	0	0	0.028167	0	0	0
7.477	4.5919	76.51	5.9763	4.3269	77.471	5.5354	4.8544	79.653	10	0	0	0.029264	0	0	0
58.443	4.3734	76.452	57.804	3.9076	75.677	58.241	4.4729	77.847	11	0	0	0.029522	0	0	0
67.108	-16.373	76.442	68.323	-16.183	75.889	68.306	-16.955	77.512	10	0	0	0.0299	0	0	0
67.108	-16.373	76.442	68.306	-16.955	77.512	66.74	-17.26	78.35	10	0	0	0.0305	0	0	0
9.3082	-11.03	76.426	10.31	-10.506	75.753	9.275	-11.66	77.98	11	0	0	0.030863	0	0	0
6.3884	-9.4654	76.338	7.9472	-9.4684	75.437	7.4882	-10.223	77.55	10	0	0	0.031397	0	0	0
6.3884	-9.4654	76.338	7.4882	-10.223	77.55	7.0291	-10.977	79.662	10	0	0	0.032496	0	0	0
4.9168	3.534	76.249	3.8277	2.7764	75.172	3.4161	3.2689	77.21	10	0	0	0.033003	0	0	0
4.9168	3.534	76.249	3.4161	3.2689	77.21	4.4756	4.0618	78.432	10	0	0	0.033681	0	0	0
62.701	-7.1492	76.209	63.93	-6.4559	75.475	63.997	-7.3346	77.258	10	0	0	0.03412	0	0	0
62.701	-7.1492	76.209	63.997	-7.3346	77.258	62.773	-8.0909	78.12	10	0	0	0.034708	0	0	0
64.372	-16.031	76.073	65.911	-15.79	75.372	65.569	-16.614	77.143	10	0	0	0.035188	0	0	0
64.372	-16.031	76.073	65.569	-16.614	77.143	64.004	-16.918	77.981	10	0	0	0.035788	0	0	0
60.182	-7.7203	76.023	61.41	-7.027	75.289	61.478	-7.9056	77.071	10	0	0	0.036227	0	0	0
60.182	-7.7203	76.023	61.478	-7.9056	77.071	61.55	-8.8466	78.981	10	0	0	0.037178	0	0	0
66.014	1.7019	75.998	64.954	1.4762	75.287	66.153	2.0187	77.613	11	0	0	0.03753	0	0	0
31.208	2.1737	75.957	30.099	1.7934	75.21	30.196	2.2827	76.906	10	0	0	0.037848	0	0	0
31.208	2.1737	75.957	30.196	2.2827	76.906	30.293	2.7721	78.601	10	0	0	0.038503	0	0	0
67.49	16.14	75.898	66.209	15.618	74.903	65.994	16.605	76.779	10	0	0	0.039007	0	0	0
67.49	16.14	75.898	65.994	16.605	76.779	65.764	17.663	78.789	10	0	0	0.0401	0	0	0
59.283	4.7394	75.831	58.644	4.2738	75.057	58.443	4.3734	76.452	11	0	0	0.040301	0	0	0
59.283	4.7394	75.831	58.443	4.3734	76.452	58.241	4.4729	77.847	11	0	0	0.040718	0	0	0
66.442	2.2709	75.813	67.227	2.4853	74.911	67.485	2.3375	76.432	11	0	0	0.040961	0	0	0
66.442	2.2709	75.813	67.485	2.3375	76.432	66.7	2.1231	77.336	11	0	0	0.041271	0	0	0
67.994	1.8364	75.801	66.934	1.6106	75.091	67.073	1.9276	76.708	11	0	0	0.041547	0	0	0
67.994	1.8364	75.801	67.073	1.9276	76.708	68.133	2.1531	77.416	11	0	0	0.041898	0	0	0
64.728	16.012	75.649	63.447	15.49	74.654	63.232	16.477	76.531	10	0	0	0.042402	0	0	0
64.728	16.012	75.649	63.232	16.477	76.531	64.498	17.071	77.661	10	0	0	0.043078	0	0	0
25.979	-11.979	75.615	26.442	-10.647	74.546	27.233	-13.209	77.089	9	0	0	0.043745	0	0	0
8.3402	-10.921	75.542	9.3415	-10.399	74.872	9.3082	-11.03	76.426	11	0	0	0.04403	0	0	0
8.3402	-10.921	75.542	9.3082	-11.03	76.426	9.275	-11.66	77.98	11	0	0	0.044617	0	0	0
63.93	-6.4559	75.475	64.899	-5.909	74.896	65.221	-6.5782	76.396	10	0	0	0.044945	0	0	0
63.93	-6.4559	75.475	65.221	-6.5782	76.396	63.997	-7.3346	77.258	10	0	0	0.045465	0	0	0
7.9472	-9.4684	75.437	9.5064	-9.4709	74.535	9.0477	-10.224	76.645	10	0	0	0.045998	0	0	0
7.9472	-9.4684	75.437	9.0477	-10.224	76.645	7.4882	-10.223	77.55	10	0	0	0.046676	0	0	0
6.3879	3.8344	75.434	5.2988	3.0768	74.357	4.9168	3.534	76.249	10	0	0	0.047156	0	0	0
6.3879	3.8344	75.434	4.9168	3.534	76.249	5.9763	4.3269	77.471	10	0	0	0.047757	0	0	0
65.911	-15.79	75.372	67.532	-15.351	74.243	67.108	-16.373	76.442	10	0	0	0.048325	0	0	0
65.911	-15.79	75.372	67.108	-16.373	76.442	65.569	-16.614	77.143	10	0	0	0.048882	0	0	0
61.41	-7.027	75.289	62.639	-6.3337	74.554	62.701	-7.1492	76.209	10	0	0	0.049298	0	0	0
61.41	-7.027	75.289	62.701	-7.1492	76.209	61.478	-7.9056	77.071	10	0	0	0.049819	0	0	0
63.427	-15.572	75.229	64.796	-15.009	73.874	64.372	-16.031	76.073	10	0	0	0.050263	0	0	0
63.427	-15.572	75.229	64.372	-16.031	76.073	62.833	-16.272	76.774	10	0	0	0.050662	0	0	0
30.099	1.7934	75.21	28.99	1.4127	74.463	29.087	1.9017	76.157	10	0	0	0.05098	0	0	0
30.099	1.7934	75.21	29.087	1.9017	76.157	30.196	2.2827	76.906	10	0	0	0.051384	0	0	0
24.26	-12.079	75.207	24.725	-10.748	74.14	25.979	-11.979	75.615	9	0	0	0.051898	0	0	0
24.26	-12.079	75.207	25.979	-11.979	75.615	27.233	-13.209	77.089	9	0	0	0.052974	0	0	0
65.398	2.2044	75.193	66.184	2.4188	74.29	66.442	2.2709	75.813	11	0	0	0.053217	0	0	0
65.398	2.2044	75.193	66.442	2.2709	75.813	65.656	2.0567	76.715	11	0	0	0.053527	0	0	0
3.8277	2.7764	75.172	2.9685	2.1788	74.323	2.3566	2.476	75.987	10	0	0	0.053905	0	0	0
3.8277	2.7764	75.172	2.3566	2.476	75.987	3.4161	3.2689	77.21	10	0	0	0.054506	0	0	0
66.934	1.6106	75.091	65.884	1.4061	74.489	66.014	1.7019	75.998	11	0	0	0.054767	0	0	0
66.934	1.6106	75.091	66.014	1.7019	75.998	67.073	1.9276	76.708	11	0	0	0.055119	0	0	0
58.644	4.2738	75.057	58.006	3.8081	74.283	57.804	3.9076	75.677	11	0	0	0.055321	0	0	0
58.644	4.2738	75.057	57.804	3.9076	75.677	58.443	4.3734	76.452	11	0	0	0.055578	0	0	0
67.227	2.4853	74.911	68.013	2.6996	74.008	67.485	2.3375	76.432	11	0	0	0.055888	0	0	0
66.209	15.618	74.903	64.928	15.096	73.907	64.728	16.012	75.649	10	0	0	0.056366	0	0	0
66.209	15.618	74.903	64.728	16.012	75.649	65.994	16.605	76.779	10	0	0	0.056963	0	0	0
68.914	1.7451	74.894	67.864	1.5406	74.292	67.994	1.8364	75.801	11	0	0	0.057225	0	0	0
68.914	1.7451	74.894	67.994	1.8364	75.801	68.133	2.1531	77.416	11	0	0	0.057794	0	0	0
9.3415	-10.399	74.872	10.343	-9.8763	74.2	10.31	-10.506	75.753	11	0	0	0.058078	0	0	0
9.3415	-10.399	74.872	10.31	-10.506	75.753	9.3082	-11.03	76.426	11	0	0	0.058441	0	0	0
7.5485	4.0714	74.791	6.8621	3.267	73.086	6.3879	3.8344	75.434	10	0	0	0.058885	0	0	0
